,Nom,Né le,Département de naissance,Département de mort
14042,"Jean-Baptiste, Etienne Garnier",20 novembre 1756,Seine,Paris
14043,"Claude, Joseph Ferry",19 novembre 1756,Vosges,Oise
14044,Jean-Baptiste Armonville,18 novembre 1756,Marne,Marne
14045,Nicolas Champion de la Meuse,18 novembre 1756,Meuse,Moselle
14046,Louis Ribes,17 novembre 1756,Inconnu,Inconnu
14047,Pierre Partarrieu-Lafosse,16 novembre 1756,Gironde,Paris
14048,Claude Augier de Chezeau,16 novembre 1756,Creuse,Creuse
14049,"François, Laurent Michelet de Rochemont",15 novembre 1756,Loire,Lieu
14050,"Antoine, Hyacinthe Fleury",15 novembre 1756,Drôme,Paris
14051,"Jacques, Marie, François de Thiboult du Puisact",14 novembre 1756,Orne,Orne
14052,"Charles, François, Hyacinthe Caissotti Di Chiusano",10 novembre 1756,Inconnu,Inconnu
14053,"François, Pierre Ingrand",9 novembre 1756,Vienne,Paris
14054,"Jean, François Thourel",9 novembre 1756,Hérault,Gard
14055,"Louis, Jacques Ledesvé",30 octobre 1756,Seine-Inférieure,Seine-Maritime
14056,"Aignan, Louis Petit de Lafosse",26 octobre 1756,Loiret,Paris
14057,"François, Jean-Baptiste d'Alphonse",22 octobre 1756,Loiret,Allier
14058,"Jean, Antoine d'Averhoult",21 octobre 1756,Ardennes,Inconnu
14059,Jean-Baptiste Selves,17 octobre 1756,Paris,Inconnu
14060,Jean-Pierre Lacombe,13 octobre 1756,Corrèze,Corrèze
14061,"Jacques, Remacle Watelier",12 octobre 1756,Aisne,Inconnu
14062,Pierre Grenier,10 octobre 1756,Hérault,Hérault
14063,"Lubin, Denis Godard",9 octobre 1756,Paris,Inconnu
14064,Pierre Boutelleau,8 octobre 1756,Charente,Inconnu
14065,"Charles, Gabriel, François de Laurencin",6 octobre 1756,Yonne,Inconnu
14066,Jean-Louis Chalmel,1er octobre 1756,Inconnu,Inconnu
14067,"Sébastien, Michel Courtin",25 septembre 1756,,Paris
14068,"Jean, Philippe, Christophe, Léopold Horn",25 septembre 1756,Inconnu,Inconnu
14069,"Louis, Pierre, Anne Lorier",25 septembre 1756,Inconnu,Inconnu
14070,Gabriel Moulland,18 septembre 1756,Calvados,Calvados
14071,Philippe Digeon de Monteton,13 septembre 1756,Gironde,Vendée
14072,Jean-Baptiste Jodin,12 septembre 1756,Meuse,Meuse
14073,Nicolas Daveluy-Bellencourt,10 septembre 1756,Somme,Somme
14074,"Jean, François, Xavier de Ménard",9 septembre 1756,Gard,Inconnu
14075,Gaspard Lyottier,7 septembre 1756,Seine,Paris
14076,"Jacques, François Bissy",4 septembre 1756,Mayenne,Mayenne
14077,"François, Marie Perret de Lalande",3 septembre 1756,Morbihan,Inconnu
14078,"Antoine, Honoré Ricord",3 septembre 1756,Var,Var
14079,Louis Jorrand,29 août 1756,Creuse,Creuse
14080,"Augustin, François Bouchereau",28 août 1756,Indre,Aisne
14081,Joseph Barbier de Soligny,23 août 1756,Marne,Marne
14082,"Charles, Martin Doyen",21 août 1756,Seine,Paris
14083,François Meynard,20 août 1756,Dordogne,Dordogne
14084,"Hyacinthe, Marcelin Borel",16 août 1756,Hautes-Alpes,Paris
14085,"François, Xavier, Marc, Antoine de Montesquiou-Fezensac",13 août 1756,Gers,Haute-Marne
14086,"François, Augustin Chauvin-Hersant",11 août 1756,Deux-Sèvres,Deux-Sèvres
14087,Joseph Brancadoro,10 août 1756,Inconnu,Inconnu
14088,"Etienne, Annet, Augustin de Laporte-Belviala",10 août 1756,Lozère,Lozère
14089,"Joseph, François Joubert-Bonnaire",10 août 1756,Vendée,Inconnu
14090,"Antoine, René, Charles, Mathurin de Laforest",7 août 1756,Inconnu,Inconnu
14091,"François, Joseph Benoist",5 août 1756,Nord,Nord
14092,"Louis, Gabriel de Bizemont",3 août 1756,Yvelines,Inconnu
14093,"Pierre, Louis Prieur de la Marne",1er août 1756,Marne,Inconnu
14094,"Jean, Etienne Balguerie",31 juillet 1756,Hérault,Gironde
14095,Joseph de Verneilh-Puyraseau,29 juillet 1756,Haute-Vienne,Haute-Vienne
14096,"Guillaume, Augustin Moutardier",29 juillet 1756,Gironde,Lieu
14097,"Louis, Antoine, Joseph, Marie, Thérèse d'Hélyot",21 juillet 1756,Lot,Lot
14098,André Pottier,19 juillet 1756,Nord,Nord
14099,Antoine Rabusson-Lamothe,12 juillet 1756,Haute-Loire,Inconnu
14100,"Jean, Joseph Jouneau",12 juillet 1756,Charente,Charente-Maritime
14101,"Antoine, Vincent Rozier",5 juillet 1756,Aveyron,Hérault
14102,"Franz, Konrad Macké",3 juillet 1756,Inconnu,Inconnu
14103,Hector Soubeyran de Saint-Prix,2 juillet 1756,Ardèche,Ardèche
14104,Jean-Marie Theule,1er juillet 1756,Aude,Paris
14105,"Pierre, Louis Valette",1er juillet 1756,Lozère,Lozère
14106,Hippolyte Durazzo,1er juillet 1756,Inconnu,Inconnu
14107,"Nicolas, Dominique, Joseph Blareau",1er juillet 1756,Inconnu,Inconnu
14108,Hyacinthe Clérici,1er juillet 1756,Inconnu,Inconnu
14109,"Louis, Antoine Fouquet",30 juin 1756,Cher,Cher
14110,"Jacob, jean Cambier",29 juin 1756,Inconnu,Inconnu
14111,"Etienne, Odile, Alexandre de Falaiseau",27 juin 1756,Seine,Paris
14112,"Louis, Joseph Cavrois",27 juin 1756,Inconnu,Inconnu
14113,Théodore de Lameth,24 juin 1756,Seine,Inconnu
14114,"Charles, Jean, Alexandre Collet-Charmoy",23 juin 1756,Yonne,Yonne
14115,"Jacques, Jean-Baptiste Duchastel-Berthelin",16 juin 1756,Marne,Aube
14116,"Charles, Antoine Mansord",14 juin 1756,Savoie,Savoie
14117,"Joseph, Pierre Cambon",10 juin 1756,Hérault,Inconnu
14118,"Pierre, Jules Guyet-Laprade",6 juin 1756,Inconnu,Inconnu
14119,"Pierre, Louis Bentabole",4 juin 1756,Bas-Rhin,Paris
14120,Côme Antoine Geoffroy,4 juin 1756,Inconnu,Inconnu
14121,"Pierre, Marie Royer",1er juin 1756,Jura,Allier
14122,"Charles, Ambroise Bertrand de l'Hodiesnière",24 mai 1756,Orne,Orne
14123,Jean-Baptiste Latané,13 mai 1756,Inconnu,Inconnu
14124,André Massena Duc de Rivoli,6 mai 1756,Alpes-Maritimes,Paris
14125,"Joseph, Valentin Wilhelm",4 mai 1756,Bas-Rhin,Inconnu
14126,"Pierre, Jean Deurbroucq",1er mai 1756,Loire-Inférieure,Inconnu
14127,"François, Augustin, Jacques, Gilles Héroult de Hottot",1er mai 1756,Calvados,Calvados
14128,Bernard Vidal-Contant,30 avril 1756,Aude,Aude
14129,"Jacques, Jean Billaud-Varennes",23 avril 1756,Charente-Inférieure,Inconnu
14130,"Louis, Constant, François, Jean Hébert",22 avril 1756,Seine-Inférieure,Seine-Maritime
14131,"Claude, Bernard Navier",22 avril 1756,Paris,Inconnu
14132,Charles Tarbé,19 avril 1756,Yonne,Inconnu
14133,"Claude, Irénée, Marie, Nicolas Perreney de Velmont de Grosbois",17 avril 1756,Inconnu,Inconnu
14134,"Pierre, Christophe d'Assier de Vallenches",15 avril 1756,Loire,Loire
14135,"Joseph, Louis Mennessier",8 avril 1756,Aube,Aube
14136,"Gilbert, Jacques Bandy de Nalêche",3 avril 1756,Creuse,Creuse
14137,Jean-François Méric,28 mars 1756,Aude,Aude
14138,André Pomme dit l'Américain,28 mars 1756,Inconnu,Inconnu
14139,"Pierre, François Charrel",28 mars 1756,Isère,Inconnu
14140,"Louis, François Maillart-Jubainville",23 mars 1756,Somme,Paris
14141,"Laurent, Thomas Demortreux",23 mars 1756,Calvados,Calvados
14142,"Pierre, Bruno Boissier",20 mars 1756,Rhône,Inconnu
14143,"François, Pierre Faye-Lachèze",17 mars 1756,Corrèze,Inconnu
14144,"Jacques, Henri, Marie Maisse",17 mars 1756,Basses-Alpes,Inconnu
14145,Jean-Baptiste Carrier,16 mars 1756,Cantal,Paris
14146,"Georges, Joseph Dufour",15 mars 1756,Gironde,Inconnu
14147,"Pierre, Auzone Chancel",13 mars 1756,Charente,Charente
14148,"Pierre, Léon Levavasseur",9 mars 1756,Seine-Inférieure,Paris
14149,Nicolas Ducos,7 mars 1756,Landes,Inconnu
14150,"Pierre, Nicolas Philippeaux",5 mars 1756,Oise,Paris
14151,"Vincent, Marie Viénot de Vaublanc",3 mars 1756,Paris,Inconnu
14152,"Jacques, Marie, Gabriel Bouisseren",2 mars 1756,Haute-Garonne,Charente
14153,Jean Dupuy,1er mars 1756,Charente,Charente
14154,Jean-Baptiste Leclerc,29 février 1756,Inconnu,Inconnu
14155,"Jean, Laurent Simonnet",26 février 1756,Marne,Yonne
14156,Nicolas Changarnier,25 février 1756,Inconnu,Inconnu
14157,Jean Solvyns,22 février 1756,Inconnu,Inconnu
14158,"Jacques, Louis Laramée",14 février 1756,Ardennes,Paris
14159,"Marie, Charles, César de Fay de La Tour-Maubourg",11 février 1756,Isère,Paris
14160,Olivier Provost du Bourion,5 février 1756,Mayenne,Mayenne
14161,Antoine Delamarre,3 février 1756,Oise,Oise
14162,Antoine Vimal-Teyras,3 février 1756,Inconnu,Inconnu
14163,Guillaume Boursin,1er février 1756,Manche,Paris
14164,"Landry, François, Adrien François",28 janvier 1756,Somme,Somme
14165,"Salvador, Paul Leremboure",25 janvier 1756,Basses-Pyrénées,Pyrénées-Atlantiques
14166,"Armand, Louis Béthune de Sully",20 janvier 1756,Seine,Indre
14167,Antoine Français de Nantes,17 janvier 1756,Isère,Paris
14168,"Antoine, Jean, François Ménager",17 janvier 1756,Inconnu,Inconnu
14169,"Martin, Michel, Charles Gaudin",16 janvier 1756,Inconnu,Inconnu
14170,"Philippe, Martin, Antoine Morel",16 janvier 1756,Calvados,Calvados
14171,Jean Selves,14 janvier 1756,Dordogne,Dordogne
14172,Jean-Baptiste Guizol,12 janvier 1756,Alpes-Maritimes,Inconnu
14173,Sylvain Guérineau,11 janvier 1756,Indre,Indre
14174,"Jean, Antoine, Joseph Baillion",11 janvier 1756,Nord,Nord
14175,Guillaume Willems,5 janvier 1756,Inconnu,Inconnu
14176,"Pierre, François, Joseph Delneufcourt",4 janvier 1756,Inconnu,Inconnu
14177,"Joseph, Guillaume, Hugues, Bernard Monmayou",3 janvier 1756,Inconnu,Inconnu
14178,Jérôme Pétion de Villeneuve,2 janvier 1756,Gironde,Inconnu
14179,"Jean, Augustin Asselin",1er janvier 1756,Manche,Manche
14180,"Joseph, Thomas de Ambrosys",28 décembre 1755,Inconnu,Inconnu
14181,"Basile, Pierre Chamorin de Cappy",28 décembre 1755,Yonne,Marne
14182,"Colomban, Louis d'Haucourt",28 décembre 1755,Morbihan,Morbihan
14183,"Joseph, Louis, Noël Houdebert",27 décembre 1755,Sarthe,Sarthe
14184,François Hainsselin,26 décembre 1755,Seine,Oise
14185,"Jacques, Etienne Delagrange-Gourdon de Floirac",26 décembre 1755,Lot,Paris
14186,"Claude, Emmanuel, Joseph, Pierre Pastoret",24 décembre 1755,Paris,Inconnu
14187,Gabriel Malès,23 décembre 1755,Corrèze,Corrèze
14188,"Pierre, François Bressand de Raze",22 décembre 1755,Haute-Saône,Paris
14189,"Georges, Auguste Couthon",22 décembre 1755,Paris,Inconnu
14190,"Philippe, René Esgonnière de Thibeuf",15 décembre 1755,Vendée,Vendée
14191,"Albert, François, Marie Imbert de La Basècque",10 décembre 1755,Nord,Inconnu
14192,"Jacob, Louis Dupont",9 décembre 1755,Inconnu,Inconnu
14193,Jean-Pierre Fabre,8 décembre 1755,Aube,Paris
14194,"Jean-François, Thomas Goulard",7 décembre 1755,Hérault,Lieu
14195,"Jacques, Antoine Dulaure",3 décembre 1755,Paris,Inconnu
14196,Guillaume Thabaud de Bois-La-Reine,27 novembre 1755,Indre,Indre
14197,"Joseph, Dominique Louis",13 novembre 1755,Meurthe,Inconnu
14198,Jean-Pierre Bouygues,13 novembre 1755,Lot,Lot
14199,André Réal,10 novembre 1755,Isère,Isère
14200,"Jacques, Antoine Boudin",9 novembre 1755,Oise,Indre
14201,"Etienne, Bonaventure, André, Marie Rivarola",7 novembre 1755,Lieu,Inconnu
14202,"Jean-Baptiste, Charles Vacher de Tournemine",4 novembre 1755,Cantal,Cantal
14203,"Samuel, Pierre, Joseph, David de Missy ou Demissy",30 octobre 1755,Charente-Inférieure,Charente-Maritime
14204,Jacques Faget de Baure,30 octobre 1755,Basses-Pyrénées,Paris
14205,"Marc, Antoine, François Bernard",29 octobre 1755,Vaucluse,Paris
14206,"Louis, Jacques, Narcisse, Fortuné Taveau",28 octobre 1755,Calvados,Paris
14207,"Thomas, Philibert Riboud",24 octobre 1755,Ain,Ain
14208,"Bernard, Emmanuel, Jacques Roux de Puivert",24 octobre 1755,Haute-Garonne,Paris
14209,"Antoine, Chrysostome Quatremère de Quincy",21 octobre 1755,Seine,Paris
14210,Jean-Baptiste Jacopin,20 octobre 1755,Haute-Loire,Vosges
14211,"Pierre, Barthélemy, Amable, Honoré Gallocheau",19 octobre 1755,Charente-Inférieure,Charente-Maritime
14212,"Charles, Nicolas, René, Marie Croizé des Essarts",15 octobre 1755,Inconnu,Inconnu
14213,"Pierre, Laurent Monestier",27 septembre 1755,Aveyron,Hautes-Pyrénées
14214,"Jean, Joseph, Caprais Carrere-Lagarière",25 septembre 1755,Inconnu,Inconnu
14215,"Jean, Xavier Knopff",22 septembre 1755,Haut-Rhin,Haut-Rhin
14216,"Jean, César Vincens-Planchut",16 septembre 1755,Gard,Lieu
14217,Jérôme Moignon-Salmon,16 septembre 1755,,Marne
14218,Joseph Cornudet des Chaumettes,15 septembre 1755,Creuse,Paris
14219,Jean Deltel,13 septembre 1755,Tarn,Tarn
14220,Bertrand Barère de Vieuzac,10 septembre 1755,Hautes-Pyrénées,Hautes-Pyrénées
14221,"Jean, Pascal Charles de Peyssard",9 septembre 1755,Dordogne,Dordogne
14222,"Claude, Michel André",7 septembre 1755,Orne,Orne
14223,Philibert Simond,7 septembre 1755,Haute-Savoie,Paris
14224,"Jean-Baptiste, François Mayneaud de Pancemont",5 septembre 1755,Inconnu,Inconnu
14225,Jean-Baptiste Hérard,5 septembre 1755,Aube,Inconnu
14226,Pierre Collombel,4 septembre 1755,Seine-Inférieure,Paris
14227,"Charles, Adrien Méaudre",4 septembre 1755,Loire,Loire
14228,"Victor, Amédée de Willot",31 août 1755,Inconnu,Inconnu
14229,"Jacques, Lambert, Augustin Marin",31 août 1755,Meurthe,Inconnu
14230,"Michel, Louis Talot",22 août 1755,Inconnu,Inconnu
14231,"Charles, François,Marie Godefroy",21 août 1755,Seine,Inconnu
14232,"Toussaint, Bernard Emeric-David",20 août 1755,Paris,Inconnu
14233,"Augustin, Bernard Casamajor",19 août 1755,Basses-Pyrénées,Pyrénées-Atlantiques
14234,"Pierre, Marie Delaunay",14 août 1755,Inconnu,Inconnu
14235,"Prosper, Hyacinthe Carlier",12 août 1755,Aisne,Aisne
14236,"Etienne, Philippe, Marie Lejosne",5 août 1755,Nord,Nord
14237,Pierre David-Jonquier,1er août 1755,Gard,Inconnu
14238,Florent Guiot,27 juillet 1755,Yonne,Inconnu
14239,"Georges, Frédéric Dentzel",25 juillet 1755,Yvelines,Inconnu
14240,"Claude, Nicolas, François Colchen",22 juillet 1755,Moselle,Paris
14241,"Marguerite, Elie Guadet",20 juillet 1755,Gironde,Gironde
14242,"Germain, André Soufflot",19 juillet 1755,Yonne,Paris
14243,"Moïse, Antoine, Pierre, Jean Bayle",16 juillet 1755,Haute-Loire,Inconnu
14244,"Jérôme, Marie de Larochette",16 juillet 1755,Loire,Loire
14245,"Claude, Marie Carnot-Feulins",15 juillet 1755,Inconnu,Inconnu
14246,Noël Pointe,12 juillet 1755,Loire,Gironde
14247,"Pierre, Louis Menanteau",12 juillet 1755,Vendée,Vendée
14248,Joseph Laguire,10 juillet 1755,Gers,Gers
14249,"Louis, François, Sébastien Viger",7 juillet 1755,Paris,Inconnu
14250,Guillaume Mouysset,3 juillet 1755,Hautes-Pyrénées,Inconnu
14251,Pierre Bernard d'Héry,3 juillet 1755,Yonne,Yonne
14252,"Anne, Henri Cabot de Dampmartin",30 juin 1755,Gard,Paris
14253,"Antoine, Marie, Charles Dugas des Varennes",27 juin 1755,Loire,Inconnu
14254,"Anacharsis, Jean-Baptiste Clootz",24 juin 1755,Paris,Inconnu
14255,"René, Joseph, Pierre, François Morand",22 juin 1755,Côtes,Côtes
14256,"Joseph, Augustin Crassous de Medeuil",20 juin 1755,Charente-Inférieure,Vosges
14257,"Augustin, Louis, Charles de Lameth",20 juin 1755,Somme,Somme
14258,Anselme Crignon d'Ouzouer,20 juin 1755,Loiret,Loiret
14259,"Paul, François, Jean, Nicolas Barras",20 juin 1755,Var,Paris
14260,Joseph Marant,17 juin 1755,Vosges,Vosges
14261,"Antoine, François Fourcroy",15 juin 1755,Seine,Paris
14262,"François, Augustin Trumeau",14 juin 1755,Indre,Indre
14263,"Jean-Baptiste, Nicolas Topsent",12 juin 1755,Eure,Eure
14264,"Louis, Joseph Le Beschu de Champsavin",10 juin 1755,Inconnu,Inconnu
14265,Pierre de Belmont,4 juin 1755,Haute-Loire,Haute-Loire
14266,"Jacques, Philippe Morisot-Gratte-Pain",30 mai 1755,Yonne,Aube
14267,François Gentil,26 mai 1755,Haute-Savoie,Haute-Savoie
14268,"Alexandre, Charles Piquet",23 mai 1755,Calvados,Inconnu
14269,"Jean-Pierre, Félix Rous",19 mai 1755,Aveyron,Seine-Maritime
14270,"Jacques, léonard Goyre-Laplanche",18 mai 1755,Nièvre,Inconnu
14271,"François, Marie Derenty",17 mai 1755,Nord,Inconnu
14272,"Louis, François Sancerre",14 mai 1755,Inconnu,Inconnu
14273,Charlemagne Béjot,14 mai 1755,Paris,Inconnu
14274,"Jean-Baptiste, André Amar",11 mai 1755,Isère,Paris
14275,"Jean, Marie, Michel Gèze",7 mai 1755,Gers,Inconnu
14276,François Bessières,22 avril 1755,Inconnu,Inconnu
14277,"Charles, Albert Pottier",13 avril 1755,Inconnu,Inconnu
14278,"Jean-Baptiste, François Delaporte",8 avril 1755,Inconnu,Inconnu
14279,"Jean, Herman, Joseph Collard",6 avril 1755,Inconnu,Inconnu
14280,"Gilbert, Amable Faure-Cosnac",5 avril 1755,Creuse,Creuse
14281,"Charles, François Oudot",4 avril 1755,Paris,Inconnu
14282,Pierre Lachièze,4 avril 1755,Lot,Inconnu
14283,"Louis, Etienne Beffroy de Beauvoir",2 avril 1755,Aisne,Inconnu
14284,"Emmanuel, Etienne Duvillard de Durand",2 avril 1755,Paris,Inconnu
14285,Jacques Garnier dit de Saintes,30 mars 1755,Charente-Inférieure,Inconnu
14286,Etienne Neveu,29 mars 1755,Basses-Pyrénées,Pyrénées-Atlantiques
14287,"Mathias, Antoine Dehaussy de Robécourt",28 mars 1755,Somme,Somme
14288,"Edme, Pierre, Alexandre Villetard de Prunières",28 mars 1755,Yonne,Inconnu
14289,Jean-Pierre Maluquer,24 mars 1755,Basses-Pyrénées,Pyrénées-Atlantiques
14290,"Mathieu, Joseph, Guillaume de Saint-Amour",22 mars 1755,Inconnu,Inconnu
14291,"Charles, Louis, Claude Réguis",16 mars 1755,Isère,Loiret
14292,"Noël, Joseph Madier de Montjau",16 mars 1755,Ardèche,Drôme
14293,"Joseph, Marie Lequinio de Kerblay",15 mars 1755,Morbihan,Inconnu
14294,"Jean, Adrien Bigonnet",15 mars 1755,Inconnu,Inconnu
14295,"Charles, Louis, Antoine, Eugène Garnier",11 mars 1755,Inconnu,Inconnu
14296,"Alexandre, Etienne Bigot de Préameneu",8 mars 1755,Inconnu,Inconnu
14297,"Louis, Jacques Savary",5 mars 1755,Eure,Paris
14298,"Joseph, François Juhel",4 mars 1755,Inconnu,Inconnu
14299,"Jean, Alban Lefiot",27 février 1755,Nièvre,Paris
14300,"Emmanuel, Gervais de Roergaz de Serviez",27 février 1755,Gard,Paris
14301,"Egide, Henri, Joseph Vantrier",27 février 1755,Inconnu,Inconnu
14302,"François, René, Auguste Mallarmé",25 février 1755,Meurthe,Inconnu
14303,"Jean, Etienne Demartinécourt",23 février 1755,Inconnu,Inconnu
14304,"Christian, Antoine, Joseph, Pierre, Jean Gabaléon de Salmour",22 février 1755,Inconnu,Inconnu
14305,Blaise Cavellier,22 février 1755,Finistère,Var
14306,"Alexandre, André, Thomas Marie d'Avigneau",17 février 1755,Yonne,Nièvre
14307,"François, Joseph Goffaux",15 février 1755,Seine,Paris
14308,Jean-Jacques Corcelette,15 février 1755,Rhône,Inconnu
14309,Jean Pieyre,4 février 1755,Gard,Paris
14310,"Louis, Marie, Joseph Pemolier de Saint-Martin",29 janvier 1755,Landes,Paris
14311,Antoine Louis-Michel Sahuc,27 janvier 1755,Oise,Yvelines
14312,"Joseph, François Dugone",25 janvier 1755,Haute-Loire,Haute-Loire
14313,"Jean, Hubert Rozet",24 janvier 1755,Haute-Marne,Inconnu
14314,"Armand, Constant Tellier",23 janvier 1755,Aisne,Inconnu
14315,"Joseph, Sébastien, Ghislain De Lafaille d'Assenede",20 janvier 1755,Inconnu,Inconnu
14316,"Emmanuel, Pierre Le Tourneur",16 janvier 1755,Sarthe,Paris
14317,Claude Jacob,12 janvier 1755,Inconnu,Inconnu
14318,"Jean-Jacques, Joseph Serres",11 janvier 1755,Gard,Gard
14319,"Joseph, Marie Gras de Préville",10 janvier 1755,Hérault,Inconnu
14320,"Edouard, Léonard Havin",10 janvier 1755,Manche,Calvados
14321,"Jean-François, Marie Gardien",9 janvier 1755,Paris,Inconnu
14322,"Pierre, Séverin Audoy",8 janvier 1755,Tarn,Tarn
14323,Pierre Mougeotte des Vignes,7 janvier 1755,Haute-Marne,Haute-Marne
14324,"René, Mathurin Clemenceau de la Lande",7 janvier 1755,Inconnu,Inconnu
14325,"Jean, Joseph, Eugène Negro",4 janvier 1755,Inconnu,Inconnu
14326,"Louis, François, Elizabeth Ramond de Carbonnières",4 janvier 1755,Bas-Rhin,Paris
14327,"François, Jacques, Antoine Mathieu",4 janvier 1755,Bas-Rhin,Haute-Garonne
14328,Denis Le Maréchal,2 janvier 1755,Eure,Eure
14329,"Jean, Joseph Parel Despeyrut de la Chatonie",1er janvier 1755,Corrèze,Corrèze
14330,Raymond Cazaux,1er janvier 1755,Haute-Garonne,Haute-Garonne
14331,"Edme, Charles, François Leclerc",31 décembre 1754,Yonne,Yonne
14332,"Louis, François Bernier",28 décembre 1754,Aisne,Aisne
14333,"Antoine, Jacques de Guyon de Geis de Pampelonne",22 décembre 1754,Ardèche,Paris
14334,Guillaume Peuvergne,22 décembre 1754,Cantal,Cantal
14335,Jacques-Fortunat Savoye-Rollin,18 décembre 1754,Isère,Paris
14336,Jean-François Bastide,16 décembre 1754,Ardèche,Inconnu
14337,"Jean, Antoine Barrière",15 décembre 1754,Alpes-Maritimes,Inconnu
14338,Vincent Brumeau de Beauregard,14 décembre 1754,Vienne,Vienne
14339,"Joseph, Gaspard, Emmanuel, Mathieu Pézenas de Pluvinal",13 décembre 1754,Vaucluse,Paris
14340,Benoît Lebrun,12 décembre 1754,Seine,Loiret
14341,Bernard Brethous-Lasserre,11 décembre 1754,Landes,Landes
14342,"Nicolas, Vincent Légier",6 décembre 1754,Inconnu,Inconnu
14343,"Henri, Joseph, Désiré Fauvel",4 décembre 1754,Nord,Nord
14344,Jean-Baptiste Not,1er décembre 1754,Ardennes,Aisne
14345,"Théodose, Joseph, Louis Pillot",21 novembre 1754,Nord,Nord
14346,"Joseph, Pierre, Anne de Pérès",16 novembre 1754,Gers,Gers
14347,"Jean, Denis Férat",16 novembre 1754,,Lieu
14348,"Claude, François Balivet",14 novembre 1754,Haute-Saône,Haute-Saône
14349,Julien Tréhu de Monthierry,10 novembre 1754,Inconnu,Inconnu
14350,Claude Dallemagne,8 novembre 1754,Ain,Inconnu
14351,"Léonard, Louis, Jean, Joseph Bourdon de la Cronière",6 novembre 1754,Orne,Inconnu
14352,Jean-Charles Mauclerc,6 novembre 1754,Meuse,Inconnu
14353,"Alexis, Joseph Vermon",6 novembre 1754,Ardennes,Ardennes
